"","t","shift","estimate","std.error","conf.low","conf.high"
"1",1,"mult",0.471246300031921,0.0320822280897545,0.408366288432203,0.534126311631639
"2",1,"obs",0.497879593144496,0.0300058495154405,0.439069208768704,0.556689977520288
