"","t","shift","estimate","std.error","conf.low","conf.high"
"1",1,"mult",0.489191086123608,0.0339445296978015,0.422661030443767,0.55572114180345
"2",1,"obs",0.497879593144496,0.0300058495154405,0.439069208768704,0.556689977520288
